markdown_content,index_in_notebook,author_name,notebook_title,markdown_key
"['Ensembling is a very useful and common method used to reduce overfitting. In ensembling, the outputs from several models are combined (most commonly by averaging) to form one prediction vector. This final prediction usually has a greater accuracy than the other individual prediction vectors. This is because, when the predictions from different models are combined by averaging, the errors in the different prediction vectors are partially ""canceled out"" or reduced in magnitude. But, note that **this works only when the correlation between the different prediction vectors is considerably low, otherwise the ensemble would score similarly to the individual models**.\n', '\n', 'This implies that the **variety in the models is very important**. This means that one must ensemble models which are very different from each other in terms of architecture, hyperparameters, or algorithm in order to achieve maximum benefits from ensembling. For example, it might be a better idea to ensemble a LightGBM model with a Neural Network model instead of ensembling two LightGBM models. When more diverse models are selected, the diversity in predictions is also greater, and therefore, there is a higher chance of the ensemble to effectively reduce the errors in the predictions by ""canceling them out"".']",82,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m82
['### A video explaining ensembling'],83,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m83
['Here is another video by Udacity explaining what ensembling is:'],84,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m84
['### Demonstration'],85,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m85
"['Now, I will demonstrate how ensembling can be used to help a model generalize better and avoid overfitting. I will build and train two separate neural network models, and then show how ensembling them can increase the cross validation score.']",86,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m86
['### Build model #1'],87,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m87
"['First, we will build a model with two hidden layers (20 neurons each) and a single-neuron layer with a sigmoid activation at the end to output the probability.']",88,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m88
['### Visualize model architecture'],89,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m89
['### Train the model and store training history'],90,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m90
['### Visualize the training and validation statistics for model #1'],91,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m91
['### Accuracy'],92,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m92
"['In the above plot, we can see that the training and validation accuracies for the 10-neuron model slightly diverge towards the last few epochs. The training accuracy ends up slightly higher than the validation accuracy. This indicates that the model is overfitting, but not as much as the previous 100-neuron model.']",93,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m93
"['We can see the same insight from the above bar plot. The training accuracy ends up slightly higher than the validation accuracy towards the last few epochs. This indicates that the model is overfitting, but only slightly.']",94,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m94
['### Loss'],95,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m95
"['In the above plot, we can see that the validation loss ends up slightly higher than the training loss towards the end. This once again shows that the model is overfitting, but not very heavily.']",96,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m96
"['We can see the same insight from the above bar plot. The training accuracy ends up slightly higher than the validation accuracy towards the last few epochs. This indicates that the model is overfitting, but only slightly.']",97,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m97
"['We can conclude that this model is overfitting only slightly. So, now I will build another model with 25 neurons instead of 10 neurons in each layer.']",98,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m98
['### Build model #2'],99,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m99
"['Now, we will build a new model with the same architecture, but with 25 (instead of 20) neurons per hidden layer, and a single-neuron layer with a sigmoid activation at the end to output the probability.']",100,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m100
['### Visualize the model architecture'],101,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m101
['### Train the model and store training history'],102,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m102
['### Visualize the training and validation statistics for model #2'],103,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m103
['### Accuracy'],104,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m104
"['In the above plot, we can see that the training and validation accuracies for the 25-neuron model are similar towards the last few epochs. The training accuracy ends up only slightly higher than the validation accuracy. This indicates that the model is able to replicate its training performance when faced with the unseen validation data. This is not overfitting.']",105,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m105
"['We can observe the same fact from the bar plot above. The training and validation accuracies diverge by a very small margin, with the training accuracy ending up only slightly higher than the validation accuracy. This is, once again, an indication of no overfitting.']",106,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m106
['### Loss'],107,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m107
"['In the above plot, we can see that the validation loss ends up just above the training loss, but since the gap is very small, we can say that the model is not overfitting.']",108,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m108
"['We can once again observe the same insight from the above bar plot. Towards the last few epochs, the validation loss ends up near the training loss. Once, again, this indicates that the model is not overfitting.']",109,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m109
"['In general, we can conclude that this 25-neuron model (model #2) is now overfitting. Now, let us ensemble the two models and see what happens.']",110,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m110
['### Ensembling the two models'],111,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m111
"['Now, I will ensemble the two models by averaging their predictions on the validation data.']",112,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m112
['I give a higher weightage (75 %) to the first model than the second model (25 %) because the second model has a better CV score than the first model. **The model weightages in the ensemble can be decided based on the individual cross validation scores**.'],113,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m113
"['### Check the accuracy values for model #1, model #2, and their ensemble']",114,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m114
"[""The accuracy of models #1 and #2 are both very high. Therefore, the ensemble's accuracy was higher than the accuracies of the two models. Therefore, **ensembling is effective only when several models with strong generalization are combined together**. Even one weak model can bring down the accuracy of the ensemble by a lot. ""]",115,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m115
"['### Visualize the accuracy for model #1, model #2, and their ensemble']",116,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m116
['### Difference of the accuracies of the models above 96.9 %'],117,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m117
['We can once again see from the above plot that the ensemble accuracy is greater than the individual accuracies of model #1 and model #2.'],118,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m118
['### Resources for understading ensembling'],119,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m119
"['* [A Comprehensive Guide to Ensemble Learning (with Python codes)](https://www.analyticsvidhya.com/blog/2018/06/comprehensive-guide-for-ensemble-models/) ~ by Aishwarya Singh\n', '* [Ensemble Learning Methods for Deep Learning Neural Networks](https://machinelearningmastery.com/ensemble-methods-for-deep-learning-neural-networks/) ~ by Machine Learning Mastery']",120,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m120
['## Regularization'],121,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m121
"['Regularization is another great way to prevent models from overfitting. **Regularization is a group of methods aimed at improving the generalization of models**. Basically, regularization methods ensure that the model maintains the same performance level on the validation data (and testing data) as it does on the training data.\n', '\n', 'Regularization can take on many different types and forms based on the data and model under consideration. For example, a method called [Dropout](https://medium.com/@amarbudhiraja/https-medium-com-amarbudhiraja-learning-less-to-learn-better-dropout-in-deep-machine-learning-74334da4bfc5) can be used to improve the generalization of neural networks. This is a form of regularization. Similarly, one can also use the [L1 and L2 methods](https://towardsdatascience.com/l1-and-l2-regularization-methods-ce25e7fc831c) to reduce overfitting in a neural network. Once, this is a form of regularization.\n', '\n', 'Dropout is a regularization method that approximates training a large number of neural networks with different architectures in parallel.\n', '\n', 'During training, some number of layer outputs are randomly ignored or “dropped out.” This has the effect of making the layer look-like and be treated-like a layer with a different number of nodes and connectivity to the prior layer. In effect, each update to a layer during training is performed with a different “view” of the configured layer.\n', '\n', 'The probablity of dropping a random neuron is called the dropout rate. For the demonstration below, I will use a dropout rate 0f 0.2.']",122,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m122
"['<center><img src=""https://i.imgur.com/qFmZI6M.png"" width=""600px""></center>']",123,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m123
['### A video explaining regularization'],124,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m124
['Here is a video of Andrew Ng explaining the idea of regularization and how it can be used to combat overfitting:'],125,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m125
['### Demonstration'],126,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m126
"['Regularization can be done in many ways, but for this kernel, I will demonstrating how **dropout** can be used to regularize neural networks.']",127,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m127
['### Build model #1 (without dropout)'],128,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m128
"['First, we will build a model with two hidden layers (200 neurons each) and a single-neuron layer with a sigmoid activation at the end to output the probability.']",129,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m129
['### Visualize model architecture'],130,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m130
['### Train the model and store training history'],131,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m131
['### Visualize the training and validation statistics for model #1'],132,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m132
['### Accuracy'],133,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m133
"['In the above plot, we can see that the training and validation accuracies for the 200-neuron model diverge towards the last few epochs. The training accuracy ends up significantly higher than the validation accuracy. This indicates that the model is not able to replicate its training performance when faced with the unseen validation data. This is a clear sign of heavy overfitting.']",134,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m134
"['We can once again observe the same insight from the above bar plot. Towards the last few epochs, the validation loss rises significantly higher above the training loss. Once, again, this indicates that the model is heavily overfitting.']",135,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m135
['### Loss'],136,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m136
"['In the above plot, we can see that the validation loss spikes clearly higher than the training loss towards the end of the training process. This indicates that the model is overfitting, as it is unable to replicate its training performance on the unseen validation data. This time, the overfitting seems to be significant.']",137,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m137
"['We can once again observe the same insight from the above bar plot. Towards the last few epochs, the validation loss rises clearly higher above the training loss. Once, again, this indicates that the model is overfitting.']",138,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m138
['### Build model #2 (with dropout)'],139,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m139
"['Now, we will build a new model with the same architecture, **but with a dropout layer after each hidden layer**, and a single-neuron layer with a sigmoid activation at the end to output the probability.']",140,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m140
['### Visualize the model architecture'],141,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m141
['### Train the model and store training history'],142,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m142
['### Visualize the training and validation statistics for model #1'],143,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m143
['### Accuracy'],144,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m144
"['In the above plot, we can see that the validation accuracy rises above the training accuracy towards the end of the training process. But, the gap between the training and validation accuracies is very small. This indicates that the model is training properly and is able to successfully avoid overfitting.']",145,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m145
"['In the bar plot above, we can observe the same insight. The validation accuracy ends up just above the training accuracy at the end, but the gap between the two accuracies is significantly smaller than it was in the case of the no-dropout model.']",146,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m146
['### Loss'],147,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m147
"['In the above plot, we can see that the validation loss ends up below the training loss towards the end of the training process. But, the gap between the two losses is much smaller compared to the no-dropout model. This shows that the model is learning properly. It is not overfitting.']",148,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m148
"['We can observe the same insight from the bar plot above. The validation loss ends up just below the training loss at the end of the training process, but the gap is much smaller compared to the no-dropout model. This once again indicates that the model is not overfitting.']",149,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m149
"['We can easily conclude that adding dropout to the neural network acted as a regularizer. It helped reduce the gap between training and validation scores. Thus, adding dropout helped successfully remove overfitting from the model.']",150,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m150
['### Make predictions on training and validation data from the models '],151,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m151
['### Visualize the training and validation accuracy for both the models'],152,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m152
"['We can see from the above plot that the training accuracy ends up higher than the validation accuracy in both cases. But, in the case of the second model, the gap is much smaller. Thus, we can conclude that we have been able to reduce overfitting by adding dropout to the model.']",153,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m153
['### Resources for understanding regularization'],154,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m154
"['* [Dropout in (Deep) Machine Learning](https://medium.com/@amarbudhiraja/https-medium-com-amarbudhiraja-learning-less-to-learn-better-dropout-in-deep-machine-learning-74334da4bfc5) ~ by Amar Budhiraja\n', '* [L1 and L2 Regularization Methods](https://towardsdatascience.com/l1-and-l2-regularization-methods-ce25e7fc831c) ~ by Anuja Nagpal\n', '* [A Gentle Introduction to Dropout for Regularizing Deep Neural Networks](https://machinelearningmastery.com/dropout-for-regularizing-deep-neural-networks/) ~ by Machine Learning Mastery']",155,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m155
['# Conclusion'],156,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m156
"['From this kernel, I hope you understand that you have a certain degree of control over your public LB standings and it is not completely random. So, using these tips and tricks, you can survive a shakeup and end up with a medal :)']",157,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m157
['Thanks for reading this kernel. I hope you found it useful.'],158,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m158
"['<font size=""4"" color=""red""> Please upvote this kernel if you liked it. It motivates me to produce more quality content :) </font>']",159,tarunpaparaju,ieee-cis-competition-how-to-survive-the-shakeup,tarunpaparaju_ieee-cis-competition-how-to-survive-the-shakeup_m159
"[""# <font color='orange'>Introduction</font>\n"", ""**TransactionDT** is a column represents date and time of each transaction. Problem is, the values don't traditionally start from 1970/1/1 as usual but rather some random point in time. Figuring out when the start time is can help tremendously if one wants to use seasonality in their analyses and modeling.\n"", '\n', ""Let's find out""]",0,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m0
"[""# <font color='orange'>Overview</font>""]",1,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m1
"[""<font color='orange'>*Notice the minimum value of TransactionDT is 86400 that happens to be the number of seconds of 1 day so we can assume that the unit of the column is second*</font>\n"", '\n', ""* **TransactionDT** data of train and test set are from different distribution as the graphs don't overlap.\n"", '* The data spreads across 396 days which is about 13 months\n', ""* Looking at the peaks at both ends, they're likely to be associated with a festive season, Black Friday or Christmas maybe""]",2,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m2
['# Year'],3,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m3
"[""### Let's see which devices made the first transactions ""]",4,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m4
"[""<font color='orange'>A quick check shows that the Samsung Galaxy S8 ***(SAMSUNG SM-G892A Build/NRD90M)*** was released in the US the earliest on 21st April 2017 (Wikipedia). Since there's transactions made by this phone the 2nd day of the data's time, this data apparently can only be as old as ***April of 2017***</font>""]",5,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m5
['# Date'],6,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m6
"[""<font color='white'>The data spreads over 395 days which is about 13 months. Also there're 2 peaks at the ends of the period. \n"", ""1. And I heard Black Friday is the peak shopping season in the US, no? <br/><br/> Let's find out!</font>""]",7,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m7
"[""<font color='white'>Looks like it's the case. Google Trends shows high traffic associated with Shopping related keywords during Black Friday season.</font>\n"", '\n', 'https://trends.google.com/trends/explore?cat=18&date=2017-04-01%202018-12-31&geo=US']",8,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m8
['### How about plotting the TransactionDT day wise?'],9,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m9
"[""1. <font color='navy'>**Assuming we're right that the peaks are associated with the Black Friday season. \n"", ""    Let's see what are the dates we're looking at**</font>""]",10,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m10
"[""Since 2017's Black Friday was 24th November that happens to be tally with the numbers above. Let us just assume that the data begins on November 1st of 2017, Let's have a look at the 2nd peak in the test data""]",11,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m11
"[""<font color='navy'>**23rd November 2018 is Black Friday, and 26th November 2018 is Cyber Monday, how cool is that**</font>""]",12,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m12
['# Conclusion'],13,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m13
"[""*Based on the patterns found within the data, together with insights provided by Google Trends, the data's start date is likely 2017/11/1*""]",14,terrypham,transactiondt-timeframe-deduction,terrypham_transactiondt-timeframe-deduction_m14
['### Installing LightGBM GPU build'],0,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m0
"['So the data description tells us that, we can join the two datasets by the `TransactionID` column. However, not all transactions will have corresponding identity information.\n']",1,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m1
"[""Let's check to see if we have the same levels (categories) in the training and testing set. If we have new categories is the test set, the model may not be able to accuratly predict on those values.""]",2,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m2
"[""We have values that apprear in the test set that is not available in the training set. To handle this we'll set the valid categories as the ones apprearing in the training set. This will force the catagories apprearing in the test set to be `nan`.""]",3,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m3
['### Memory reduction'],4,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m4
['### Card Information'],5,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m5
"['**Transaction Date**  \n', 'The `TransactionDT` gives the timedelta from a reference date. We can calculate the days past the reference date by dividing the values by 86,400 ($60\\times60\\times24$). ']",6,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m6
"[""If we look at a seven day period we can see that there is a cyclical movement within each day, but there isn't much difference between days. We would expect that the transaction volumns are lowest near midnight. We can calculate the hour of each day when the transaction occure by dividing the timedelta by 24 and taking the remainder and setting an offset. ""]",7,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m7
"['From observing the histogram, we can estimate that 9/24 will be a good off-set.']",8,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m8
"[""The day's 0, 1, 2 and 6 all have fraud rates higher than the average. If we were to guess we could consider day 6 to be friday, 0 as saturday, 1 as sunday and 2 as monday. ""]",9,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m9
"['Again we see a trend that is somewhat expected, on average there is an increase in the fraud rates during the night times, and reduced number of frauds during the day time. ']",10,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m10
['### Transaction Amount'],11,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m11
['### Encoding Categorical Data'],12,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m12
['### XGBoost'],13,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m13
['### LightGBM'],14,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m14
['### Using Hyperopt to find best parameters'],15,tharug,ieee-fraud-detection,tharug_ieee-fraud-detection_m15
"['<hr/>\n', '[**Tolgahan Cepel**](https://www.kaggle.com/tolgahancepel)\n', '<hr/>\n', '<font color=green>\n', '* 1. [Importing Libraries and Reading the Dataset](#1)\n', '* 2. [Feature Engineering](#2)\n', '    * [Add New Features](#3)\n', '    * [Handle Email Domains](#4) \n', '    * [Handle P Email Domain and R Email Domain](#5) \n', '    * [Set Time](#6) \n', '    * [Handle Browser Version](#7) \n', '    * [Handle Device Type](#8)\n', '    * [Set Frequency](#9)\n', '* 3. [Data Preprocessing](#10) \n', '* 4. [Models](#11)\n', '    * [LightGBM](#12) \n', '* 5. [Submission](#13)\n', '<hr/>']",0,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m0
"['## <span id=""1""></span> ** 1. Importing Libraries and Reading the Dataset **']",1,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m1
"['## <span id=""2""></span> ** 2. Feature Engineering **']",2,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m2
"['### <span id=""3""></span> ** Add New Features **']",3,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m3
"['### <span id=""4""></span> ** Handle Email Domains **']",4,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m4
"['### <span id=""5""></span> ** Handle P Email Domain and R Email Domain **']",5,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m5
"['### <span id=""6""></span> ** Set Time **']",6,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m6
"['### <span id=""7""></span> ** Handle Browser Version **']",7,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m7
"['### <span id=""8""></span> ** Handle Device Type **']",8,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m8
"['### <span id=""9""></span> ** Set Frequency **']",9,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m9
"['## <span id=""10""></span> ** 3. Data Preprocessing **']",10,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m10
"['## <span id=""11""></span> ** 4. Model **']",11,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m11
